time,Anum,Bnum,Aact,Bact,Bcum,inventory,refilled
370.7083333333333,7.214735947219088e+16,2357699814796644.5,38845962903.14595,1910579147.064393,791753039018.0786,10140041447.068413,4646981510.912997
370.75,7.20076494516167e+16,2490338118597210.5,38770739494.886444,2018063558.673091,791753039018.0786,10140041447.068413,4646981510.912997
370.7916666666667,7.186820997302762e+16,2622319894763508.0,38695661753.27355,2125015948.3510778,791753039018.0786,10140041447.068413,4646981510.912997
370.8333333333333,7.172904051253174e+16,2753647578911649.0,38620729396.23064,2231438289.8175373,791753039018.0786,10140041447.068413,4646981510.912997
370.875,7.159014054725118e+16,2884323598550262.0,38545942142.22702,2337332550.2216954,791753039018.0786,10140041447.068413,4646981510.912997
370.9166666666667,7.145150955532114e+16,3014350373104944.5,38471299710.2775,2442700690.162635,791753039018.0786,10140041447.068413,4646981510.912997
370.9583333333333,7.1313147015887336e+16,3143730313944344.0,38396801819.940956,2547544663.71043,791753039018.0786,10140041447.068413,4646981510.912997
371.0,7.117505240910359e+16,3272465824406120.0,38322448191.31905,2651866418.4271874,791753039018.0786,10140041447.068413,4646981510.912997
371.0,7.117505240910359e+16,3272465824406120.0,38322448191.31905,2651866418.4271874,791753039018.0786,10140041447.068413,4646981510.912997
371.0403225806452,7.123186410725101e+16,3396615523249283.0,38353037046.3353,2752472027.4345117,791753039018.0786,10140041447.068413,4646981510.912997
371.0806451612903,7.1288569337661944e+16,3520521536966615.0,38383568576.4297,2852880164.4324894,791753039018.0786,10140041447.068413,4646981510.912997
371.1209677419355,7.1345168299862e+16,3644184353311296.0,38414042889.03192,2953091224.6754494,791753039018.0786,10140041447.068413,4646981510.912997
371.16129032258067,7.140166119300263e+16,3767604459034292.0,38444460091.37012,3053105602.6055665,791753039018.0786,10140041447.068413,4646981510.912997
371.2016129032258,7.1458048215862024e+16,3890782339887000.0,38474820290.471504,3152923691.855009,791753039018.0786,10140041447.068413,4646981510.912997
371.241935483871,7.151432956684615e+16,4013718480623932.0,38505123593.162865,3252545885.2481127,791753039018.0786,10140041447.068413,4646981510.912997
371.28225806451616,7.157050544398886e+16,4136413365003737.0,38535370106.07064,3351972574.8022075,791753039018.0786,10140041447.068413,4646981510.912997
371.3225806451613,7.162657604495292e+16,4258867475791851.0,38565559935.62145,3451204151.729766,791753039018.0786,10140041447.068413,4646981510.912997
371.36290322580646,7.168254156703088e+16,4381081294763133.0,38595693188.04262,3550241006.44054,791753039018.0786,10140041447.068413,4646981510.912997
371.4032258064516,7.173840220714526e+16,4503055302702757.0,38625769969.36218,3649083528.5422826,791753039018.0786,10140041447.068413,4646981510.912997
371.44354838709677,7.179415816184984e+16,4624789979409648.0,38655790385.409676,3747732106.8435335,791753039018.0786,10140041447.068413,4646981510.912997
371.48387096774195,7.1849809627329816e+16,4746285803697425.0,38685754541.81618,3846187129.3543816,791753039018.0786,10140041447.068413,4646981510.912997
371.5241935483871,7.190535679940273e+16,4867543253396964.0,38715662544.0148,3944448983.2885437,791753039018.0786,10140041447.068413,4646981510.912997
371.56451612903226,7.196079987351936e+16,4988562805359014.0,38745514497.24119,4042518055.065483,791753039018.0786,10140041447.068413,4646981510.912997
371.60483870967744,7.201613904476402e+16,5109344935455235.0,38775310506.53366,4140394730.311251,791753039018.0786,10140041447.068413,4646981510.912997
371.64516129032256,7.207137450785538e+16,5229890118580806.0,38805050676.73368,4238079393.860601,791753039018.0786,10140041447.068413,4646981510.912997
371.68548387096774,7.212650645714742e+16,5350198828656968.0,38834735112.48635,4335572429.7590475,791753039018.0786,10140041447.068413,4646981510.912997
371.7258064516129,7.218153508662974e+16,5470271538632104.0,38864363918.24057,4432874221.263744,791753039018.0786,10140041447.068413,4646981510.912997
371.76612903225805,7.22364605899283e+16,5590108720484293.0,38893937198.24945,4529985150.8455515,791753039018.0786,10140041447.068413,4646981510.912997
371.80645161290323,7.22912831603065e+16,5709710845223874.0,38923455056.57089,4626905600.1911125,791753039018.0786,10140041447.068413,4646981510.912997
371.8467741935484,7.234600299066523e+16,5829078382894464.0,38952917597.06763,4723635950.203684,791753039018.0786,10140041447.068413,4646981510.912997
371.88709677419354,7.240062027354402e+16,5948211802575560.0,38982324923.40779,4820176581.005237,791753039018.0786,10140041447.068413,4646981510.912997
371.9274193548387,7.245513520112165e+16,6067111572385029.0,39011677139.06531,4916527871.938481,791753039018.0786,10140041447.068413,4646981510.912997
371.96774193548384,7.250954796521654e+16,6185778159479999.0,39040974347.320076,5012690201.567584,791753039018.0786,10140041447.068413,4646981510.912997
372.008064516129,7.256385875728792e+16,6304212030060243.0,39070216651.25856,5108663947.680914,791753039018.0786,10140041447.068413,4646981510.912997
372.0483870967742,7.261806776843597e+16,6422413649368992.0,39099404153.77395,5204449487.291697,791753039018.0786,10140041447.068413,4646981510.912997
372.08870967741933,7.267217518940274e+16,6540383481695511.0,39128536957.56658,5300047196.640107,791753039018.0786,10140041447.068413,4646981510.912997
372.1290322580645,7.272618121057306e+16,6658121990377598.0,39157615165.14447,5395457451.19529,791753039018.0786,10140041447.068413,4646981510.912997
372.1693548387097,7.278008602197472e+16,6775629637802576.0,39186638878.82338,5490680625.656167,791753039018.0786,10140041447.068413,4646981510.912997
372.2096774193548,7.283388981327946e+16,6892906885409852.0,39215608200.72736,5585717093.953508,791753039018.0786,10140041447.068413,4646981510.912997
