# (n,g)     reaction
# E_in [eV]   sigma[barns]
3.455106e+02  1.018615e+01
3.455244e+02  1.044367e+01
3.455382e+02  1.071107e+01
3.455520e+02  1.098886e+01
3.455657e+02  1.127757e+01
3.455795e+02  1.157778e+01
3.455933e+02  1.189011e+01
3.456071e+02  1.221521e+01
3.456209e+02  1.255379e+01
3.456347e+02  1.290660e+01
3.456485e+02  1.327443e+01
3.456623e+02  1.365814e+01
3.456761e+02  1.405867e+01
3.456899e+02  1.447699e+01
3.457036e+02  1.491417e+01
3.457174e+02  1.537135e+01
3.457312e+02  1.584975e+01
3.457492e+02  1.650559e+01
3.457671e+02  1.720273e+01
3.457781e+02  1.765376e+01
3.457891e+02  1.812264e+01
3.458002e+02  1.861030e+01
3.458112e+02  1.911775e+01
3.458222e+02  1.964607e+01
3.458333e+02  2.019640e+01
3.458443e+02  2.076997e+01
3.458553e+02  2.136809e+01
3.458664e+02  2.199216e+01
3.458774e+02  2.264370e+01
3.458884e+02  2.332430e+01
3.458995e+02  2.403571e+01
3.459105e+02  2.477978e+01
3.459215e+02  2.555852e+01
3.459326e+02  2.637408e+01
3.459436e+02  2.722878e+01
3.459546e+02  2.812513e+01
3.459657e+02  2.906583e+01
3.459767e+02  3.005381e+01
3.459877e+02  3.109223e+01
3.459988e+02  3.218452e+01
3.460098e+02  3.333439e+01
3.460208e+02  3.454588e+01
3.460319e+02  3.582339e+01
3.460429e+02  3.717169e+01
3.460539e+02  3.859599e+01
3.460649e+02  4.010196e+01
3.460760e+02  4.169582e+01
3.460870e+02  4.338437e+01
3.460980e+02  4.517503e+01
3.461091e+02  4.707598e+01
3.461201e+02  4.909619e+01
3.461311e+02  5.124551e+01
3.461422e+02  5.353483e+01
3.461532e+02  5.597612e+01
3.461642e+02  5.858264e+01
3.461753e+02  6.136904e+01
3.461863e+02  6.435157e+01
3.461973e+02  6.754824e+01
3.462084e+02  7.097908e+01
3.462194e+02  7.466636e+01
3.462304e+02  7.863489e+01
3.462359e+02  8.073316e+01
3.462415e+02  8.291236e+01
3.462470e+02  8.517648e+01
3.462525e+02  8.752969e+01
3.462580e+02  8.997645e+01
3.462635e+02  9.252143e+01
3.462690e+02  9.516962e+01
3.462746e+02  9.792626e+01
3.462801e+02  1.007969e+02
3.462856e+02  1.037874e+02
3.462911e+02  1.069041e+02
3.462966e+02  1.101535e+02
3.463021e+02  1.135426e+02
3.463077e+02  1.170787e+02
3.463132e+02  1.207697e+02
3.463187e+02  1.246238e+02
3.463242e+02  1.286498e+02
3.463297e+02  1.328569e+02
3.463352e+02  1.372548e+02
3.463407e+02  1.418539e+02
3.463463e+02  1.466649e+02
3.463518e+02  1.516992e+02
3.463573e+02  1.569690e+02
3.463628e+02  1.624868e+02
3.463683e+02  1.682659e+02
3.463738e+02  1.743201e+02
3.463794e+02  1.806638e+02
3.463849e+02  1.873122e+02
3.463904e+02  1.942808e+02
3.463959e+02  2.015858e+02
3.464014e+02  2.092437e+02
3.464069e+02  2.172716e+02
3.464125e+02  2.256865e+02
3.464180e+02  2.345058e+02
3.464235e+02  2.437466e+02
3.464290e+02  2.534259e+02
3.464345e+02  2.635598e+02
3.464400e+02  2.741638e+02
3.464456e+02  2.852515e+02
3.464511e+02  2.968351e+02
3.464566e+02  3.089239e+02
3.464621e+02  3.215242e+02
3.464676e+02  3.346381e+02
3.464731e+02  3.482630e+02
3.464786e+02  3.623900e+02
3.464842e+02  3.770032e+02
3.464897e+02  3.920783e+02
3.464952e+02  4.075811e+02
3.465062e+02  4.396760e+02
3.465173e+02  4.727670e+02
3.465283e+02  5.060947e+02
3.465393e+02  5.386399e+02
3.465448e+02  5.542318e+02
3.465504e+02  5.691366e+02
3.465559e+02  5.831678e+02
3.465614e+02  5.961342e+02
3.465669e+02  6.078459e+02
3.465724e+02  6.181193e+02
3.465786e+02  6.277748e+02
3.465835e+02  6.337062e+02
3.465872e+02  6.373139e+02
3.465901e+02  6.394949e+02
3.465923e+02  6.408081e+02
3.465941e+02  6.415970e+02
3.465954e+02  6.420700e+02
3.465964e+02  6.423534e+02
3.465972e+02  6.425228e+02
3.465979e+02  6.426241e+02
3.465983e+02  6.426846e+02
3.465987e+02  6.427206e+02
3.465990e+02  6.427420e+02
3.465992e+02  6.427547e+02
3.465994e+02  6.427623e+02
3.465995e+02  6.427667e+02
3.465996e+02  6.427693e+02
3.465997e+02  6.427708e+02
3.465998e+02  6.427717e+02
3.465998e+02  6.427721e+02
3.465999e+02  6.427724e+02
3.465999e+02  6.427726e+02
3.465999e+02  6.427726e+02
3.465999e+02  6.427727e+02
3.465999e+02  6.427727e+02
3.466000e+02  6.427727e+02
3.466000e+02  6.427727e+02
3.466000e+02  6.427727e+02
3.466000e+02  6.427726e+02
3.466000e+02  6.427725e+02
3.466000e+02  6.427725e+02
3.466000e+02  6.427725e+02
3.466000e+02  6.427725e+02
3.466001e+02  6.427724e+02
3.466001e+02  6.427724e+02
3.466001e+02  6.427723e+02
3.466001e+02  6.427722e+02
3.466001e+02  6.427720e+02
3.466001e+02  6.427717e+02
3.466002e+02  6.427711e+02
3.466002e+02  6.427703e+02
3.466003e+02  6.427690e+02
3.466004e+02  6.427668e+02
3.466005e+02  6.427632e+02
3.466006e+02  6.427574e+02
3.466008e+02  6.427479e+02
3.466011e+02  6.427322e+02
3.466014e+02  6.427061e+02
3.466018e+02  6.426631e+02
3.466023e+02  6.425916e+02
3.466029e+02  6.424729e+02
3.466038e+02  6.422757e+02
3.466049e+02  6.419478e+02
3.466063e+02  6.414029e+02
3.466082e+02  6.404971e+02
3.466106e+02  6.389937e+02
3.466136e+02  6.365037e+02
3.466176e+02  6.323962e+02
3.466228e+02  6.256649e+02
3.466266e+02  6.197316e+02
3.466303e+02  6.130268e+02
3.466359e+02  6.019905e+02
3.466414e+02  5.896085e+02
3.466469e+02  5.760685e+02
3.466524e+02  5.615620e+02
3.466579e+02  5.462782e+02
3.466634e+02  5.303998e+02
3.466745e+02  4.975346e+02
3.466855e+02  4.641733e+02
3.466965e+02  4.312681e+02
3.467076e+02  3.995146e+02
3.467131e+02  3.842233e+02
3.467186e+02  3.693786e+02
3.467241e+02  3.550096e+02
3.467296e+02  3.411362e+02
3.467351e+02  3.277705e+02
3.467407e+02  3.149179e+02
3.467462e+02  3.025787e+02
3.467517e+02  2.907485e+02
3.467572e+02  2.794191e+02
3.467627e+02  2.685799e+02
3.467682e+02  2.582178e+02
3.467738e+02  2.483181e+02
3.467793e+02  2.388649e+02
3.467848e+02  2.298418e+02
3.467903e+02  2.212316e+02
3.467958e+02  2.130170e+02
3.468013e+02  2.051807e+02
3.468068e+02  1.977057e+02
3.468124e+02  1.905752e+02
3.468179e+02  1.837728e+02
3.468234e+02  1.772826e+02
3.468289e+02  1.710893e+02
3.468344e+02  1.651782e+02
3.468399e+02  1.595351e+02
3.468455e+02  1.541464e+02
3.468510e+02  1.489993e+02
3.468565e+02  1.440813e+02
3.468620e+02  1.393808e+02
3.468675e+02  1.348867e+02
3.468730e+02  1.305884e+02
3.468786e+02  1.264759e+02
3.468841e+02  1.225397e+02
3.468896e+02  1.187708e+02
3.468951e+02  1.151608e+02
3.469006e+02  1.117016e+02
3.469061e+02  1.083857e+02
3.469117e+02  1.052058e+02
3.469172e+02  1.021553e+02
3.469227e+02  9.922760e+01
3.469282e+02  9.641677e+01
3.469337e+02  9.371705e+01
3.469392e+02  9.112307e+01
3.469447e+02  8.862969e+01
3.469503e+02  8.623212e+01
3.469558e+02  8.392577e+01
3.469613e+02  8.170635e+01
3.469723e+02  7.751217e+01
3.469834e+02  7.361952e+01
3.469944e+02  7.000150e+01
3.470054e+02  6.663395e+01
3.470165e+02  6.349521e+01
3.470275e+02  6.056579e+01
3.470385e+02  5.782814e+01
3.470496e+02  5.526645e+01
3.470606e+02  5.286644e+01
3.470716e+02  5.061518e+01
3.470826e+02  4.850101e+01
3.470937e+02  4.651330e+01
3.471047e+02  4.464245e+01
3.471157e+02  4.287968e+01
3.471268e+02  4.121704e+01
3.471378e+02  3.964725e+01
3.471488e+02  3.816369e+01
3.471599e+02  3.676027e+01
3.471709e+02  3.543144e+01
3.471819e+02  3.417212e+01
3.471930e+02  3.297763e+01
3.472040e+02  3.184368e+01
3.472150e+02  3.076630e+01
3.472261e+02  2.974187e+01
3.472371e+02  2.876702e+01
3.472481e+02  2.783866e+01
3.472592e+02  2.695392e+01
3.472702e+02  2.611015e+01
3.472812e+02  2.530489e+01
3.472923e+02  2.453586e+01
3.473033e+02  2.380096e+01
3.473143e+02  2.309822e+01
3.473254e+02  2.242581e+01
3.473364e+02  2.178203e+01
3.473474e+02  2.116530e+01
3.473584e+02  2.057414e+01
3.473695e+02  2.000717e+01
3.473805e+02  1.946311e+01
3.473915e+02  1.894074e+01
3.474026e+02  1.843895e+01
3.474136e+02  1.795667e+01
3.474246e+02  1.749292e+01
3.474357e+02  1.704677e+01
3.474557e+02  1.628018e+01
3.474757e+02  1.556382e+01
3.474895e+02  1.509680e+01
3.475032e+02  1.465036e+01
3.475170e+02  1.422331e+01
3.475308e+02  1.381457e+01
3.475446e+02  1.342310e+01
3.475584e+02  1.304795e+01
3.475722e+02  1.268824e+01
3.475860e+02  1.234312e+01
3.475998e+02  1.201184e+01
3.476136e+02  1.169366e+01
3.476274e+02  1.138791e+01
3.476411e+02  1.109395e+01
3.476687e+02  1.053905e+01
3.476963e+02  1.002464e+01
3.477239e+02  9.546899e+00
3.477515e+02  9.102429e+00
3.477790e+02  8.688227e+00
3.478066e+02  8.301619e+00
3.478342e+02  7.940216e+00
3.478618e+02  7.601883e+00
3.478894e+02  7.284705e+00
3.479169e+02  6.986961e+00
3.479445e+02  6.707099e+00
3.479721e+02  6.443722e+00
3.479997e+02  6.195564e+00
3.480273e+02  5.961477e+00
3.480548e+02  5.740422e+00
3.480824e+02  5.531450e+00
3.481100e+02  5.333700e+00
3.481376e+02  5.146385e+00
3.481652e+02  4.968784e+00
3.481927e+02  4.800240e+00
3.482203e+02  4.640147e+00
3.482479e+02  4.487953e+00
3.482755e+02  4.343146e+00
3.483130e+02  4.156979e+00
3.483506e+02  3.982570e+00
3.483882e+02  3.818951e+00
3.484257e+02  3.665252e+00
3.484633e+02  3.520688e+00
3.485008e+02  3.384551e+00
3.485384e+02  3.256199e+00
3.485760e+02  3.135050e+00
3.486135e+02  3.020577e+00
3.486511e+02  2.912299e+00
3.486887e+02  2.809776e+00
3.487262e+02  2.712610e+00
3.487638e+02  2.620433e+00
3.488013e+02  2.532911e+00
3.488389e+02  2.449735e+00
3.488765e+02  2.370623e+00
3.489179e+02  2.287644e+00
3.489594e+02  2.208985e+00
3.490009e+02  2.134351e+00
3.490424e+02  2.063473e+00
3.490839e+02  1.996104e+00
3.491254e+02  1.932014e+00
3.491669e+02  1.870996e+00
3.492084e+02  1.812857e+00
3.492499e+02  1.757417e+00
3.492914e+02  1.704513e+00
3.493329e+02  1.653992e+00
3.493743e+02  1.605715e+00
3.494158e+02  1.559549e+00
3.494573e+02  1.515373e+00
3.494988e+02  1.473075e+00
3.495403e+02  1.432551e+00
3.495881e+02  1.387899e+00
3.496360e+02  1.345336e+00
3.496838e+02  1.304734e+00
3.497317e+02  1.265973e+00
3.497795e+02  1.228945e+00
3.498273e+02  1.193547e+00
3.498752e+02  1.159686e+00
3.499230e+02  1.127274e+00
3.499709e+02  1.096229e+00
3.500187e+02  1.066475e+00
3.500665e+02  1.037943e+00
3.501144e+02  1.010565e+00
3.501622e+02  9.842817e-01
3.502101e+02  9.590341e-01
3.503057e+02  9.114362e-01
3.503975e+02  8.691197e-01
3.504667e+02  8.391814e-01
3.505359e+02  8.108062e-01
3.506051e+02  7.838872e-01
3.506743e+02  7.583264e-01
3.507434e+02  7.340342e-01
3.508126e+02  7.109280e-01
3.508818e+02  6.889320e-01
3.509510e+02  6.679763e-01
3.510202e+02  6.479963e-01
3.510894e+02  6.289326e-01
3.511586e+02  6.107300e-01
3.512278e+02  5.933375e-01
3.512970e+02  5.767079e-01
3.513662e+02  5.607973e-01
3.514354e+02  5.455649e-01
3.515046e+02  5.309728e-01
3.515939e+02  5.130178e-01
3.516833e+02  4.960020e-01
3.517726e+02  4.798611e-01
3.518620e+02  4.645363e-01
3.519513e+02  4.499739e-01
3.520407e+02  4.361241e-01
3.521301e+02  4.229415e-01
3.522194e+02  4.103841e-01
3.523088e+02  3.984132e-01
3.523981e+02  3.869929e-01
3.524875e+02  3.760903e-01
3.525769e+02  3.656747e-01
3.526662e+02  3.557178e-01
3.527556e+02  3.461931e-01
3.528449e+02  3.370763e-01
3.529343e+02  3.283446e-01
3.530497e+02  3.176018e-01
3.531651e+02  3.074241e-01
3.532806e+02  2.977731e-01
3.533960e+02  2.886134e-01
3.535114e+02  2.799128e-01
3.536268e+02  2.716413e-01
3.537423e+02  2.637719e-01
3.538577e+02  2.562791e-01
3.539731e+02  2.491399e-01
3.540885e+02  2.423328e-01
3.542039e+02  2.358379e-01
3.543194e+02  2.296370e-01
3.544348e+02  2.237129e-01
3.545502e+02  2.180500e-01
3.546656e+02  2.126335e-01
3.547811e+02  2.074498e-01
3.549438e+02  2.005123e-01
3.551065e+02  1.939800e-01
3.552693e+02  1.878231e-01
3.554320e+02  1.820147e-01
3.555948e+02  1.765304e-01
3.557575e+02  1.713479e-01
3.559202e+02  1.664468e-01
3.560830e+02  1.618085e-01
3.562184e+02  1.581364e-01
3.563538e+02  1.546254e-01
3.566247e+02  1.480535e-01
3.568956e+02  1.420318e-01
3.571664e+02  1.365073e-01
3.573590e+02  1.328568e-01
3.575515e+02  1.294192e-01
3.577441e+02  1.261807e-01
3.579366e+02  1.231292e-01
3.581292e+02  1.202533e-01
3.583217e+02  1.175427e-01
3.585142e+02  1.149879e-01
3.587068e+02  1.125804e-01
3.588993e+02  1.103122e-01
3.590919e+02  1.081761e-01
3.592844e+02  1.061655e-01
3.594770e+02  1.042744e-01
3.596695e+02  1.024971e-01
3.598620e+02  1.008286e-01
3.600546e+02  9.926428e-02
3.602471e+02  9.779996e-02
3.605570e+02  9.564392e-02
3.607734e+02  9.427806e-02
3.609899e+02  9.302274e-02
3.612063e+02  9.187431e-02
3.614227e+02  9.082960e-02
3.616392e+02  8.988586e-02
3.618556e+02  8.904080e-02
3.620721e+02  8.829250e-02
3.622885e+02  8.763947e-02
3.625049e+02  8.708061e-02
3.627214e+02  8.661522e-02
3.629378e+02  8.624296e-02
3.631542e+02  8.596393e-02
3.633707e+02  8.577860e-02
3.635871e+02  8.568788e-02
3.636953e+02  8.567840e-02
3.640200e+02  8.579607e-02
3.642258e+02  8.598672e-02
3.645353e+02  8.644899e-02
3.648448e+02  8.713127e-02
3.651543e+02  8.804620e-02
3.654638e+02  8.920931e-02
3.657733e+02  9.063951e-02
3.660828e+02  9.235965e-02
3.663923e+02  9.439713e-02
3.667018e+02  9.678486e-02
3.669613e+02  9.908582e-02
3.672209e+02  1.016882e-01
3.674804e+02  1.046241e-01
3.677400e+02  1.079310e-01
3.678698e+02  1.097372e-01
3.679995e+02  1.116532e-01
3.681293e+02  1.136859e-01
3.682591e+02  1.158426e-01
3.683889e+02  1.181313e-01
3.685186e+02  1.205608e-01
3.686484e+02  1.231405e-01
3.687782e+02  1.258810e-01
3.689248e+02  1.291842e-01
3.690714e+02  1.327252e-01
3.692179e+02  1.365242e-01
3.693645e+02  1.406036e-01
3.694922e+02  1.444042e-01
3.696198e+02  1.484549e-01
3.697475e+02  1.527761e-01
3.698752e+02  1.573903e-01
3.700028e+02  1.623227e-01
3.701305e+02  1.676010e-01
3.702581e+02  1.732563e-01
3.703858e+02  1.793232e-01
3.705414e+02  1.873315e-01
3.706192e+02  1.916114e-01
3.706970e+02  1.960895e-01
3.707748e+02  2.007781e-01
3.708526e+02  2.056898e-01
3.709304e+02  2.108388e-01
3.710082e+02  2.162400e-01
3.710860e+02  2.219097e-01
3.711638e+02  2.278656e-01
3.712416e+02  2.341268e-01
3.713194e+02  2.407140e-01
3.713972e+02  2.476498e-01
3.714750e+02  2.549587e-01
3.715528e+02  2.626675e-01
3.716306e+02  2.708054e-01
3.716908e+02  2.774206e-01
3.717510e+02  2.843283e-01
3.718113e+02  2.915456e-01
3.718715e+02  2.990911e-01
3.719317e+02  3.069848e-01
3.719920e+02  3.152483e-01
3.720522e+02  3.239048e-01
3.721124e+02  3.329793e-01
3.721726e+02  3.424990e-01
3.722329e+02  3.524933e-01
3.722931e+02  3.629941e-01
3.723533e+02  3.740359e-01
3.724136e+02  3.856563e-01
3.724738e+02  3.978962e-01
3.725340e+02  4.108003e-01
3.725943e+02  4.244172e-01
3.726409e+02  4.354858e-01
3.726876e+02  4.470404e-01
3.727342e+02  4.591100e-01
3.727808e+02  4.717255e-01
3.728275e+02  4.849202e-01
3.728741e+02  4.987300e-01
3.729208e+02  5.131938e-01
3.729674e+02  5.283532e-01
3.730141e+02  5.442536e-01
3.730607e+02  5.609439e-01
3.731074e+02  5.784772e-01
3.731540e+02  5.969113e-01
3.732006e+02  6.163087e-01
3.732473e+02  6.367377e-01
3.732939e+02  6.582728e-01
3.733406e+02  6.809949e-01
3.733767e+02  6.994558e-01
3.734128e+02  7.187258e-01
3.734489e+02  7.388529e-01
3.734850e+02  7.598884e-01
3.735211e+02  7.818881e-01
3.735572e+02  8.049116e-01
3.735933e+02  8.290235e-01
3.736294e+02  8.542933e-01
3.736655e+02  8.807964e-01
3.737017e+02  9.086144e-01
3.737378e+02  9.378357e-01
3.737739e+02  9.685560e-01
3.738100e+02  1.000880e+00
3.738461e+02  1.034921e+00
3.738822e+02  1.070803e+00
3.739183e+02  1.108660e+00
3.739463e+02  1.139429e+00
3.739742e+02  1.171545e+00
3.740022e+02  1.205089e+00
3.740301e+02  1.240146e+00
3.740581e+02  1.276809e+00
3.740861e+02  1.315177e+00
3.741140e+02  1.355358e+00
3.741420e+02  1.397467e+00
3.741700e+02  1.441631e+00
3.741979e+02  1.487984e+00
3.742259e+02  1.536675e+00
3.742538e+02  1.587862e+00
3.742818e+02  1.641720e+00
3.743098e+02  1.698437e+00
3.743377e+02  1.758219e+00
3.743657e+02  1.821292e+00
3.743873e+02  1.872527e+00
3.744090e+02  1.926003e+00
3.744306e+02  1.981853e+00
3.744415e+02  2.010713e+00
3.744523e+02  2.040220e+00
3.744631e+02  2.070396e+00
3.744739e+02  2.101258e+00
3.744847e+02  2.132830e+00
3.744956e+02  2.165132e+00
3.745064e+02  2.198187e+00
3.745172e+02  2.232019e+00
3.745280e+02  2.266653e+00
3.745388e+02  2.302113e+00
3.745497e+02  2.338428e+00
3.745605e+02  2.375623e+00
3.745713e+02  2.413728e+00
3.745821e+02  2.452772e+00
3.745930e+02  2.492788e+00
3.745984e+02  2.513170e+00
3.746038e+02  2.533806e+00
3.746092e+02  2.554702e+00
3.746146e+02  2.575861e+00
3.746200e+02  2.597289e+00
3.746254e+02  2.618989e+00
3.746308e+02  2.640967e+00
3.746362e+02  2.663226e+00
3.746417e+02  2.685773e+00
3.746471e+02  2.708610e+00
3.746525e+02  2.731745e+00
3.746579e+02  2.755182e+00
3.746633e+02  2.778926e+00
3.746687e+02  2.802983e+00
3.746741e+02  2.827358e+00
3.746795e+02  2.852056e+00
3.746849e+02  2.877085e+00
3.746877e+02  2.889724e+00
3.746904e+02  2.902448e+00
3.746931e+02  2.915257e+00
3.746958e+02  2.928153e+00
3.746985e+02  2.941136e+00
3.747012e+02  2.954205e+00
3.747039e+02  2.967364e+00
3.747066e+02  2.980612e+00
3.747093e+02  2.993950e+00
3.747120e+02  3.007378e+00
3.747141e+02  3.017841e+00
3.747162e+02  3.028358e+00
3.747183e+02  3.038932e+00
3.747204e+02  3.049562e+00
3.747225e+02  3.060248e+00
3.747246e+02  3.070991e+00
3.747267e+02  3.081792e+00
3.747288e+02  3.092651e+00
3.747309e+02  3.103568e+00
3.747330e+02  3.114543e+00
3.747350e+02  3.125577e+00
3.747371e+02  3.136671e+00
3.747392e+02  3.147825e+00
3.747413e+02  3.159039e+00
3.747434e+02  3.170314e+00
3.747455e+02  3.181649e+00
3.747476e+02  3.193047e+00
3.747497e+02  3.204507e+00
3.747518e+02  3.216029e+00
3.747529e+02  3.221814e+00
3.747539e+02  3.227614e+00
3.747550e+02  3.233431e+00
3.747560e+02  3.239264e+00
3.747570e+02  3.245112e+00
3.747581e+02  3.250976e+00
3.747591e+02  3.256857e+00
3.747602e+02  3.262753e+00
3.747612e+02  3.268666e+00
3.747623e+02  3.274595e+00
3.747633e+02  3.280541e+00
3.747644e+02  3.286503e+00
3.747654e+02  3.292481e+00
3.747665e+02  3.298475e+00
3.747675e+02  3.304487e+00
3.747686e+02  3.310515e+00
3.747696e+02  3.316560e+00
3.747707e+02  3.322621e+00
3.747717e+02  3.328700e+00
3.747728e+02  3.334795e+00
3.747738e+02  3.340907e+00
3.747749e+02  3.347036e+00
3.747759e+02  3.353182e+00
3.747769e+02  3.359346e+00
3.747780e+02  3.365527e+00
3.747790e+02  3.371724e+00
3.747796e+02  3.374830e+00
3.747801e+02  3.377939e+00
3.747806e+02  3.381054e+00
3.747811e+02  3.384172e+00
3.747817e+02  3.387295e+00
3.747822e+02  3.390422e+00
3.747827e+02  3.393554e+00
3.747832e+02  3.396689e+00
3.747838e+02  3.399830e+00
3.747843e+02  3.402975e+00
3.747848e+02  3.406124e+00
3.747853e+02  3.409278e+00
3.747859e+02  3.412436e+00
3.747864e+02  3.415598e+00
3.747869e+02  3.418765e+00
3.747874e+02  3.421936e+00
3.747879e+02  3.425112e+00
3.747885e+02  3.428293e+00
3.747890e+02  3.431477e+00
3.747895e+02  3.434667e+00
3.747900e+02  3.437861e+00
3.747906e+02  3.441059e+00
3.747911e+02  3.444262e+00
3.747916e+02  3.447469e+00
3.747921e+02  3.450681e+00
3.747927e+02  3.453897e+00
3.747932e+02  3.457118e+00
3.747937e+02  3.460344e+00
3.747942e+02  3.463574e+00
3.747948e+02  3.466809e+00
3.747953e+02  3.470048e+00
3.747958e+02  3.473291e+00
3.747969e+02  3.479793e+00
3.747979e+02  3.486313e+00
3.747989e+02  3.492852e+00
3.748000e+02  3.499408e+00
3.748010e+02  3.505984e+00
3.748021e+02  3.512579e+00
3.748031e+02  3.519192e+00
3.748042e+02  3.525824e+00
3.748052e+02  3.532476e+00
3.748063e+02  3.539146e+00
3.748073e+02  3.545835e+00
3.748084e+02  3.552544e+00
3.748094e+02  3.559272e+00
3.748105e+02  3.566019e+00
3.748115e+02  3.572786e+00
3.748126e+02  3.579571e+00
3.748136e+02  3.586377e+00
3.748147e+02  3.593202e+00
3.748157e+02  3.600047e+00
3.748168e+02  3.606911e+00
3.748178e+02  3.613796e+00
3.748189e+02  3.620701e+00
3.748199e+02  3.627626e+00
3.748209e+02  3.634570e+00
3.748220e+02  3.641535e+00
3.748230e+02  3.648520e+00
3.748241e+02  3.655525e+00
3.748251e+02  3.662551e+00
3.748272e+02  3.676664e+00
3.748293e+02  3.690859e+00
3.748314e+02  3.705138e+00
3.748335e+02  3.719501e+00
3.748356e+02  3.733948e+00
3.748377e+02  3.748480e+00
3.748398e+02  3.763099e+00
3.748419e+02  3.777803e+00
3.748440e+02  3.792595e+00
3.748461e+02  3.807475e+00
3.748482e+02  3.822444e+00
3.748503e+02  3.837501e+00
3.748524e+02  3.852649e+00
3.748545e+02  3.867888e+00
3.748566e+02  3.883218e+00
3.748587e+02  3.898640e+00
3.748608e+02  3.914155e+00
3.748629e+02  3.929764e+00
3.748649e+02  3.945468e+00
3.748670e+02  3.961266e+00
3.748691e+02  3.977160e+00
3.748712e+02  3.993151e+00
3.748733e+02  4.009240e+00
3.748754e+02  4.025427e+00
3.748775e+02  4.041714e+00
3.748796e+02  4.058099e+00
3.748838e+02  4.091175e+00
3.748880e+02  4.124660e+00
3.748922e+02  4.158562e+00
3.748964e+02  4.192887e+00
3.749006e+02  4.227642e+00
3.749048e+02  4.262835e+00
3.749089e+02  4.298474e+00
3.749131e+02  4.334565e+00
3.749173e+02  4.371116e+00
3.749215e+02  4.408135e+00
3.749257e+02  4.445631e+00
3.749299e+02  4.483611e+00
3.749341e+02  4.522084e+00
3.749383e+02  4.561058e+00
3.749425e+02  4.600542e+00
3.749467e+02  4.640545e+00
3.749508e+02  4.681076e+00
3.749550e+02  4.722144e+00
3.749592e+02  4.763760e+00
3.749634e+02  4.805932e+00
3.749676e+02  4.848671e+00
3.749718e+02  4.891986e+00
3.749760e+02  4.935889e+00
3.749802e+02  4.980389e+00
3.749865e+02  5.048267e+00
3.749927e+02  5.117552e+00
3.749990e+02  5.188283e+00
3.750053e+02  5.260500e+00
3.750116e+02  5.334246e+00
3.750179e+02  5.409564e+00
3.750242e+02  5.486498e+00
3.750304e+02  5.565094e+00
3.750367e+02  5.645403e+00
3.750430e+02  5.727473e+00
3.750493e+02  5.811357e+00
3.750556e+02  5.897105e+00
3.750619e+02  5.984778e+00
3.750682e+02  6.074432e+00
3.750744e+02  6.166125e+00
3.750807e+02  6.259920e+00
3.750870e+02  6.355884e+00
3.750933e+02  6.454083e+00
3.750996e+02  6.554586e+00
3.751059e+02  6.657464e+00
3.751121e+02  6.762796e+00
3.751184e+02  6.870659e+00
3.751247e+02  6.981135e+00
3.751310e+02  7.094306e+00
