# (n,g)     reaction
# E_in [eV]   sigma[barns]
3.261400e+02  2.042148e+00
3.261473e+02  2.057885e+00
3.261545e+02  2.073808e+00
3.261618e+02  2.089920e+00
3.261691e+02  2.106223e+00
3.261764e+02  2.122721e+00
3.261836e+02  2.139418e+00
3.261909e+02  2.156315e+00
3.261982e+02  2.173416e+00
3.262055e+02  2.190726e+00
3.262128e+02  2.208246e+00
3.262273e+02  2.243933e+00
3.262419e+02  2.280507e+00
3.262564e+02  2.317997e+00
3.262710e+02  2.356433e+00
3.262855e+02  2.395848e+00
3.263001e+02  2.436276e+00
3.263147e+02  2.477752e+00
3.263292e+02  2.520311e+00
3.263438e+02  2.563992e+00
3.263583e+02  2.608836e+00
3.263729e+02  2.654883e+00
3.263874e+02  2.702177e+00
3.264020e+02  2.750763e+00
3.264133e+02  2.789307e+00
3.264245e+02  2.828678e+00
3.264358e+02  2.868898e+00
3.264471e+02  2.909994e+00
3.264584e+02  2.951990e+00
3.264696e+02  2.994914e+00
3.264809e+02  3.038791e+00
3.264922e+02  3.083652e+00
3.265035e+02  3.129526e+00
3.265147e+02  3.176443e+00
3.265260e+02  3.224435e+00
3.265373e+02  3.273536e+00
3.265485e+02  3.323779e+00
3.265598e+02  3.375201e+00
3.265711e+02  3.427838e+00
3.265824e+02  3.481729e+00
3.265936e+02  3.536914e+00
3.266049e+02  3.593436e+00
3.266162e+02  3.651338e+00
3.266275e+02  3.710664e+00
3.266387e+02  3.771462e+00
3.266500e+02  3.833781e+00
3.266613e+02  3.897672e+00
3.266725e+02  3.963188e+00
3.266838e+02  4.030386e+00
3.266951e+02  4.099322e+00
3.267064e+02  4.170058e+00
3.267176e+02  4.242657e+00
3.267289e+02  4.317184e+00
3.267402e+02  4.393708e+00
3.267515e+02  4.472302e+00
3.267627e+02  4.553039e+00
3.267796e+02  4.678307e+00
3.267965e+02  4.808855e+00
3.268134e+02  4.944986e+00
3.268304e+02  5.087021e+00
3.268473e+02  5.235307e+00
3.268642e+02  5.390215e+00
3.268811e+02  5.552146e+00
3.268980e+02  5.721528e+00
3.269149e+02  5.898827e+00
3.269318e+02  6.084543e+00
3.269487e+02  6.279216e+00
3.269656e+02  6.483430e+00
3.269825e+02  6.697819e+00
3.269994e+02  6.923067e+00
3.270163e+02  7.159921e+00
3.270332e+02  7.409189e+00
3.270492e+02  7.657029e+00
3.270652e+02  7.917559e+00
3.270811e+02  8.191658e+00
3.270971e+02  8.480283e+00
3.271131e+02  8.784475e+00
3.271291e+02  9.105371e+00
3.271451e+02  9.444215e+00
3.271610e+02  9.802367e+00
3.271770e+02  1.018132e+01
3.271930e+02  1.058270e+01
3.272090e+02  1.100832e+01
3.272250e+02  1.146016e+01
3.272409e+02  1.194041e+01
3.272569e+02  1.245149e+01
3.272729e+02  1.299610e+01
3.272889e+02  1.357721e+01
3.273049e+02  1.419815e+01
3.273208e+02  1.486262e+01
3.273368e+02  1.557478e+01
3.273528e+02  1.633926e+01
3.273688e+02  1.716131e+01
3.273848e+02  1.804681e+01
3.274008e+02  1.900243e+01
3.274087e+02  1.950885e+01
3.274167e+02  2.003571e+01
3.274247e+02  2.058412e+01
3.274327e+02  2.115526e+01
3.274407e+02  2.175039e+01
3.274487e+02  2.237087e+01
3.274567e+02  2.301815e+01
3.274647e+02  2.369378e+01
3.274727e+02  2.439942e+01
3.274807e+02  2.513688e+01
3.274886e+02  2.590807e+01
3.274966e+02  2.671506e+01
3.275070e+02  2.782137e+01
3.275174e+02  2.899733e+01
3.275238e+02  2.975815e+01
3.275302e+02  3.054907e+01
3.275366e+02  3.137167e+01
3.275430e+02  3.222767e+01
3.275494e+02  3.311886e+01
3.275558e+02  3.404718e+01
3.275621e+02  3.501470e+01
3.275685e+02  3.602364e+01
3.275749e+02  3.707635e+01
3.275813e+02  3.817538e+01
3.275877e+02  3.932346e+01
3.275941e+02  4.052349e+01
3.276005e+02  4.177862e+01
3.276069e+02  4.309224e+01
3.276133e+02  4.446796e+01
3.276197e+02  4.590971e+01
3.276261e+02  4.742172e+01
3.276325e+02  4.900854e+01
3.276389e+02  5.067511e+01
3.276452e+02  5.242676e+01
3.276516e+02  5.426929e+01
3.276580e+02  5.620895e+01
3.276644e+02  5.825257e+01
3.276708e+02  6.040754e+01
3.276772e+02  6.268193e+01
3.276836e+02  6.508452e+01
3.276900e+02  6.762489e+01
3.276964e+02  7.031351e+01
3.277028e+02  7.316186e+01
3.277092e+02  7.618247e+01
3.277156e+02  7.938912e+01
3.277219e+02  8.279695e+01
3.277283e+02  8.642258e+01
3.277347e+02  9.028437e+01
3.277411e+02  9.440253e+01
3.277475e+02  9.879941e+01
3.277539e+02  1.034997e+02
3.277603e+02  1.085309e+02
3.277667e+02  1.139233e+02
3.277731e+02  1.197108e+02
3.277795e+02  1.259308e+02
3.277859e+02  1.326253e+02
3.277891e+02  1.361648e+02
3.277923e+02  1.398409e+02
3.277955e+02  1.436603e+02
3.277987e+02  1.476299e+02
3.278018e+02  1.517573e+02
3.278050e+02  1.560505e+02
3.278082e+02  1.605177e+02
3.278114e+02  1.651679e+02
3.278146e+02  1.700104e+02
3.278178e+02  1.750551e+02
3.278210e+02  1.803127e+02
3.278242e+02  1.857941e+02
3.278274e+02  1.915111e+02
3.278306e+02  1.974763e+02
3.278338e+02  2.037027e+02
3.278370e+02  2.102043e+02
3.278402e+02  2.169958e+02
3.278434e+02  2.240928e+02
3.278466e+02  2.315117e+02
3.278498e+02  2.392700e+02
3.278530e+02  2.473857e+02
3.278562e+02  2.558784e+02
3.278594e+02  2.647681e+02
3.278626e+02  2.740762e+02
3.278658e+02  2.838251e+02
3.278690e+02  2.940381e+02
3.278722e+02  3.047397e+02
3.278754e+02  3.159551e+02
3.278786e+02  3.277108e+02
3.278817e+02  3.400339e+02
3.278849e+02  3.529524e+02
3.278881e+02  3.664950e+02
3.278913e+02  3.806906e+02
3.278945e+02  3.955684e+02
3.278977e+02  4.111574e+02
3.279009e+02  4.274861e+02
3.279041e+02  4.445819e+02
3.279073e+02  4.624706e+02
3.279105e+02  4.811755e+02
3.279137e+02  5.007170e+02
3.279169e+02  5.211109e+02
3.279201e+02  5.423678e+02
3.279233e+02  5.644914e+02
3.279265e+02  5.874772e+02
3.279297e+02  6.113102e+02
3.279329e+02  6.359637e+02
3.279361e+02  6.613966e+02
3.279393e+02  6.875514e+02
3.279457e+02  7.416997e+02
3.279521e+02  7.975303e+02
3.279585e+02  8.537622e+02
3.279648e+02  9.086767e+02
3.279680e+02  9.349866e+02
3.279712e+02  9.601381e+02
3.279744e+02  9.838164e+02
3.279776e+02  1.005699e+03
3.279808e+02  1.025466e+03
3.279840e+02  1.042807e+03
3.279876e+02  1.059107e+03
3.279904e+02  1.069122e+03
3.279926e+02  1.075215e+03
3.279943e+02  1.078900e+03
3.279956e+02  1.081120e+03
3.279966e+02  1.082454e+03
3.279973e+02  1.083254e+03
3.279979e+02  1.083734e+03
3.279984e+02  1.084022e+03
3.279988e+02  1.084194e+03
3.279990e+02  1.084296e+03
3.279993e+02  1.084358e+03
3.279994e+02  1.084395e+03
3.279996e+02  1.084417e+03
3.279997e+02  1.084430e+03
3.279997e+02  1.084437e+03
3.279998e+02  1.084442e+03
3.279998e+02  1.084445e+03
3.279999e+02  1.084446e+03
3.279999e+02  1.084447e+03
3.279999e+02  1.084448e+03
3.279999e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280000e+02  1.084448e+03
3.280001e+02  1.084447e+03
3.280001e+02  1.084447e+03
3.280001e+02  1.084446e+03
3.280001e+02  1.084445e+03
3.280002e+02  1.084442e+03
3.280002e+02  1.084439e+03
3.280003e+02  1.084433e+03
3.280004e+02  1.084424e+03
3.280005e+02  1.084408e+03
3.280006e+02  1.084382e+03
3.280008e+02  1.084338e+03
3.280010e+02  1.084267e+03
3.280013e+02  1.084147e+03
3.280017e+02  1.083948e+03
3.280022e+02  1.083617e+03
3.280028e+02  1.083066e+03
3.280037e+02  1.082149e+03
3.280047e+02  1.080624e+03
3.280061e+02  1.078092e+03
3.280079e+02  1.073896e+03
3.280102e+02  1.066973e+03
3.280132e+02  1.055625e+03
3.280154e+02  1.045620e+03
3.280176e+02  1.034314e+03
3.280208e+02  1.015702e+03
3.280240e+02  9.948181e+02
3.280272e+02  9.719802e+02
3.280304e+02  9.475105e+02
3.280336e+02  9.217288e+02
3.280368e+02  8.949431e+02
3.280431e+02  8.394996e+02
3.280495e+02  7.832164e+02
3.280559e+02  7.277008e+02
3.280623e+02  6.741269e+02
3.280655e+02  6.483270e+02
3.280687e+02  6.232806e+02
3.280719e+02  5.990366e+02
3.280751e+02  5.756286e+02
3.280783e+02  5.530769e+02
3.280815e+02  5.313911e+02
3.280847e+02  5.105713e+02
3.280879e+02  4.906100e+02
3.280911e+02  4.714939e+02
3.280943e+02  4.532047e+02
3.280975e+02  4.357204e+02
3.281007e+02  4.190164e+02
3.281039e+02  4.030658e+02
3.281071e+02  3.878407e+02
3.281103e+02  3.733122e+02
3.281135e+02  3.594513e+02
3.281167e+02  3.462287e+02
3.281198e+02  3.336157e+02
3.281230e+02  3.215840e+02
3.281262e+02  3.101058e+02
3.281294e+02  2.991546e+02
3.281326e+02  2.887042e+02
3.281358e+02  2.787300e+02
3.281390e+02  2.692079e+02
3.281422e+02  2.601152e+02
3.281454e+02  2.514300e+02
3.281486e+02  2.431315e+02
3.281518e+02  2.352000e+02
3.281550e+02  2.276167e+02
3.281582e+02  2.203638e+02
3.281614e+02  2.134244e+02
3.281646e+02  2.067824e+02
3.281678e+02  2.004229e+02
3.281710e+02  1.943314e+02
3.281742e+02  1.884944e+02
3.281774e+02  1.828991e+02
3.281806e+02  1.775334e+02
3.281838e+02  1.723859e+02
3.281870e+02  1.674457e+02
3.281902e+02  1.627027e+02
3.281934e+02  1.581472e+02
3.281966e+02  1.537701e+02
3.281998e+02  1.495628e+02
3.282029e+02  1.455171e+02
3.282061e+02  1.416253e+02
3.282093e+02  1.378802e+02
3.282157e+02  1.308029e+02
3.282221e+02  1.242344e+02
3.282285e+02  1.181293e+02
3.282349e+02  1.124468e+02
3.282413e+02  1.071505e+02
3.282477e+02  1.022073e+02
3.282541e+02  9.758768e+01
3.282605e+02  9.326501e+01
3.282669e+02  8.921515e+01
3.282733e+02  8.541631e+01
3.282796e+02  8.184877e+01
3.282860e+02  7.849464e+01
3.282924e+02  7.533768e+01
3.282988e+02  7.236311e+01
3.283052e+02  6.955750e+01
3.283116e+02  6.690856e+01
3.283180e+02  6.440512e+01
3.283244e+02  6.203692e+01
3.283308e+02  5.979459e+01
3.283372e+02  5.766954e+01
3.283436e+02  5.565389e+01
3.283500e+02  5.374039e+01
3.283564e+02  5.192236e+01
3.283627e+02  5.019367e+01
3.283691e+02  4.854865e+01
3.283755e+02  4.698207e+01
3.283819e+02  4.548910e+01
3.283883e+02  4.406526e+01
3.283947e+02  4.270641e+01
3.284011e+02  4.140870e+01
3.284075e+02  4.016857e+01
3.284139e+02  3.898271e+01
3.284203e+02  3.784804e+01
3.284267e+02  3.676168e+01
3.284331e+02  3.572096e+01
3.284395e+02  3.472339e+01
3.284458e+02  3.376665e+01
3.284522e+02  3.284855e+01
3.284586e+02  3.196707e+01
3.284650e+02  3.112030e+01
3.284714e+02  3.030647e+01
3.284778e+02  2.952390e+01
3.284842e+02  2.877102e+01
3.284958e+02  2.747743e+01
3.285074e+02  2.626858e+01
3.285154e+02  2.548049e+01
3.285233e+02  2.472713e+01
3.285313e+02  2.400651e+01
3.285393e+02  2.331676e+01
3.285473e+02  2.265616e+01
3.285553e+02  2.202311e+01
3.285633e+02  2.141610e+01
3.285713e+02  2.083373e+01
3.285793e+02  2.027470e+01
3.285873e+02  1.973778e+01
3.285953e+02  1.922183e+01
3.286032e+02  1.872578e+01
3.286192e+02  1.778942e+01
3.286352e+02  1.692138e+01
3.286512e+02  1.611521e+01
3.286672e+02  1.536519e+01
3.286831e+02  1.466625e+01
3.286991e+02  1.401388e+01
3.287151e+02  1.340404e+01
3.287311e+02  1.283314e+01
3.287471e+02  1.229794e+01
3.287630e+02  1.179553e+01
3.287790e+02  1.132330e+01
3.287950e+02  1.087889e+01
3.288110e+02  1.046017e+01
3.288270e+02  1.006519e+01
3.288429e+02  9.692201e+00
3.288589e+02  9.339608e+00
3.288749e+02  9.005953e+00
3.288909e+02  8.689908e+00
3.289069e+02  8.390258e+00
3.289228e+02  8.105892e+00
3.289388e+02  7.835790e+00
3.289548e+02  7.579017e+00
3.289708e+02  7.334712e+00
3.289925e+02  7.020634e+00
3.290143e+02  6.726400e+00
3.290361e+02  6.450376e+00
3.290578e+02  6.191096e+00
3.290796e+02  5.947231e+00
3.291014e+02  5.717590e+00
3.291231e+02  5.501087e+00
3.291449e+02  5.296743e+00
3.291666e+02  5.103664e+00
3.291884e+02  4.921041e+00
3.292102e+02  4.748133e+00
3.292319e+02  4.584265e+00
3.292537e+02  4.428818e+00
3.292755e+02  4.281227e+00
3.292972e+02  4.140971e+00
3.293190e+02  4.007575e+00
3.293430e+02  3.867665e+00
3.293671e+02  3.735048e+00
3.293911e+02  3.609224e+00
3.294151e+02  3.489740e+00
3.294392e+02  3.376177e+00
3.294632e+02  3.268151e+00
3.294873e+02  3.165309e+00
3.295113e+02  3.067325e+00
3.295353e+02  2.973898e+00
3.295594e+02  2.884752e+00
3.295834e+02  2.799628e+00
3.296075e+02  2.718290e+00
3.296315e+02  2.640517e+00
3.296555e+02  2.566104e+00
3.296796e+02  2.494860e+00
3.297036e+02  2.426609e+00
3.297263e+02  2.364841e+00
3.297490e+02  2.305460e+00
3.297943e+02  2.193377e+00
3.298396e+02  2.089480e+00
3.298850e+02  1.992995e+00
3.299303e+02  1.903233e+00
3.299757e+02  1.819589e+00
3.300210e+02  1.741519e+00
3.300663e+02  1.668542e+00
3.300998e+02  1.617659e+00
3.301333e+02  1.569159e+00
3.301668e+02  1.522897e+00
3.302003e+02  1.478738e+00
3.302404e+02  1.428463e+00
3.302805e+02  1.380826e+00
3.303206e+02  1.335647e+00
3.303606e+02  1.292762e+00
3.304007e+02  1.252019e+00
3.304408e+02  1.213278e+00
3.304809e+02  1.176411e+00
3.305210e+02  1.141301e+00
3.305611e+02  1.107838e+00
3.306012e+02  1.075923e+00
3.306413e+02  1.045462e+00
3.306814e+02  1.016368e+00
3.307215e+02  9.885631e-01
3.307615e+02  9.619722e-01
3.308016e+02  9.365267e-01
3.308417e+02  9.121626e-01
3.308935e+02  8.822008e-01
3.309453e+02  8.538252e-01
3.309970e+02  8.269276e-01
3.310488e+02  8.014087e-01
3.311006e+02  7.771777e-01
3.311524e+02  7.541509e-01
3.312041e+02  7.322514e-01
3.312559e+02  7.114084e-01
3.313077e+02  6.915567e-01
3.313595e+02  6.726358e-01
3.314113e+02  6.545900e-01
3.314630e+02  6.373676e-01
3.315148e+02  6.209208e-01
3.315666e+02  6.052052e-01
3.316184e+02  5.901795e-01
3.316701e+02  5.758053e-01
3.317370e+02  5.581452e-01
3.318039e+02  5.414418e-01
3.318708e+02  5.256301e-01
3.319376e+02  5.106507e-01
3.320045e+02  4.964490e-01
3.320714e+02  4.829749e-01
3.321383e+02  4.701825e-01
3.322051e+02  4.580294e-01
3.322720e+02  4.464764e-01
3.323389e+02  4.354874e-01
3.324058e+02  4.250291e-01
3.324726e+02  4.150706e-01
3.325395e+02  4.055833e-01
3.326064e+02  3.965408e-01
3.326733e+02  3.879183e-01
3.327401e+02  3.796929e-01
3.328724e+02  3.645103e-01
3.330047e+02  3.506514e-01
3.331370e+02  3.379867e-01
3.332693e+02  3.264031e-01
3.334016e+02  3.158014e-01
3.335339e+02  3.060944e-01
3.336662e+02  2.972051e-01
3.337985e+02  2.890657e-01
3.339604e+02  2.800377e-01
3.341223e+02  2.719466e-01
3.342338e+02  2.668721e-01
3.343454e+02  2.621784e-01
3.344569e+02  2.578435e-01
3.345685e+02  2.538475e-01
3.346801e+02  2.501723e-01
3.347916e+02  2.468016e-01
3.349032e+02  2.437204e-01
3.350147e+02  2.409153e-01
3.351263e+02  2.383741e-01
3.352379e+02  2.360859e-01
3.354610e+02  2.322294e-01
3.356841e+02  2.292778e-01
3.359072e+02  2.271772e-01
3.361025e+02  2.260040e-01
3.362978e+02  2.254291e-01
3.363954e+02  2.253611e-01
3.364930e+02  2.254374e-01
3.366883e+02  2.260191e-01
3.368788e+02  2.271348e-01
3.370693e+02  2.287925e-01
3.372599e+02  2.309970e-01
3.374504e+02  2.337578e-01
3.376409e+02  2.370891e-01
3.378314e+02  2.410100e-01
3.380220e+02  2.455446e-01
3.382125e+02  2.507223e-01
3.383908e+02  2.561811e-01
3.385690e+02  2.622685e-01
3.387473e+02  2.690242e-01
3.389256e+02  2.764942e-01
3.390339e+02  2.814025e-01
3.391422e+02  2.866068e-01
3.392504e+02  2.921217e-01
3.393587e+02  2.979626e-01
3.394670e+02  3.041464e-01
3.395753e+02  3.106916e-01
3.396836e+02  3.176181e-01
3.397919e+02  3.249475e-01
3.399002e+02  3.327035e-01
3.400084e+02  3.409116e-01
3.401167e+02  3.495999e-01
3.402250e+02  3.587986e-01
3.403333e+02  3.685410e-01
3.404416e+02  3.788633e-01
3.405499e+02  3.898050e-01
3.406582e+02  4.014094e-01
3.407911e+02  4.166314e-01
3.409240e+02  4.330212e-01
3.410570e+02  4.506883e-01
3.411899e+02  4.697559e-01
3.412911e+02  4.852937e-01
3.413923e+02  5.017915e-01
3.414935e+02  5.193243e-01
3.415946e+02  5.379751e-01
3.416958e+02  5.578355e-01
3.417970e+02  5.790068e-01
3.418982e+02  6.016015e-01
3.419994e+02  6.257444e-01
3.420643e+02  6.421126e-01
3.421292e+02  6.592152e-01
3.421941e+02  6.770952e-01
3.422590e+02  6.957993e-01
3.423240e+02  7.153772e-01
3.423889e+02  7.358828e-01
3.424538e+02  7.573742e-01
3.425187e+02  7.799142e-01
3.425512e+02  7.915984e-01
3.425836e+02  8.035705e-01
3.426161e+02  8.158400e-01
3.426485e+02  8.284166e-01
3.426810e+02  8.413104e-01
3.427135e+02  8.545321e-01
3.427459e+02  8.680925e-01
3.427784e+02  8.820034e-01
3.428108e+02  8.962765e-01
3.428433e+02  9.109245e-01
3.428758e+02  9.259603e-01
3.429082e+02  9.413976e-01
3.429407e+02  9.572505e-01
3.429569e+02  9.653375e-01
3.429731e+02  9.735341e-01
3.429894e+02  9.818422e-01
3.430056e+02  9.902638e-01
3.430218e+02  9.988009e-01
3.430380e+02  1.007456e+00
3.430632e+02  1.021091e+00
3.430757e+02  1.028019e+00
3.430883e+02  1.035022e+00
3.431009e+02  1.042101e+00
3.431134e+02  1.049257e+00
3.431260e+02  1.056491e+00
3.431385e+02  1.063804e+00
3.431511e+02  1.071198e+00
3.431637e+02  1.078673e+00
3.431762e+02  1.086231e+00
3.431888e+02  1.093873e+00
3.432013e+02  1.101601e+00
3.432139e+02  1.109415e+00
3.432265e+02  1.117317e+00
3.432390e+02  1.125308e+00
3.432516e+02  1.133389e+00
3.432642e+02  1.141563e+00
3.432767e+02  1.149829e+00
3.432893e+02  1.158190e+00
3.432956e+02  1.162407e+00
3.433018e+02  1.166647e+00
3.433081e+02  1.170912e+00
3.433144e+02  1.175202e+00
3.433207e+02  1.179516e+00
3.433270e+02  1.183855e+00
3.433332e+02  1.188220e+00
3.433395e+02  1.192610e+00
3.433458e+02  1.197025e+00
3.433521e+02  1.201466e+00
3.433584e+02  1.205933e+00
3.433647e+02  1.210426e+00
3.433709e+02  1.214945e+00
3.433772e+02  1.219491e+00
3.433835e+02  1.224063e+00
3.433898e+02  1.228663e+00
3.433961e+02  1.233290e+00
3.434023e+02  1.237944e+00
3.434086e+02  1.242625e+00
3.434118e+02  1.244977e+00
3.434149e+02  1.247335e+00
3.434180e+02  1.249700e+00
3.434212e+02  1.252072e+00
3.434243e+02  1.254451e+00
3.434275e+02  1.256838e+00
3.434306e+02  1.259231e+00
3.434337e+02  1.261632e+00
3.434369e+02  1.264040e+00
3.434400e+02  1.266455e+00
3.434432e+02  1.268877e+00
3.434463e+02  1.271306e+00
3.434494e+02  1.273743e+00
3.434526e+02  1.276187e+00
3.434557e+02  1.278638e+00
3.434589e+02  1.281097e+00
3.434620e+02  1.283563e+00
3.434651e+02  1.286037e+00
3.434683e+02  1.288518e+00
3.434714e+02  1.291007e+00
3.434746e+02  1.293503e+00
3.434761e+02  1.294754e+00
3.434777e+02  1.296006e+00
3.434793e+02  1.297261e+00
3.434808e+02  1.298518e+00
3.434824e+02  1.299776e+00
3.434840e+02  1.301036e+00
3.434856e+02  1.302299e+00
3.434871e+02  1.303563e+00
3.434887e+02  1.304829e+00
3.434903e+02  1.306097e+00
3.434918e+02  1.307367e+00
3.434934e+02  1.308639e+00
3.434950e+02  1.309913e+00
3.434965e+02  1.311188e+00
3.434981e+02  1.312466e+00
3.434997e+02  1.313746e+00
3.435013e+02  1.315027e+00
3.435028e+02  1.316311e+00
3.435044e+02  1.317596e+00
3.435060e+02  1.318884e+00
3.435075e+02  1.320173e+00
3.435091e+02  1.321464e+00
3.435107e+02  1.322758e+00
3.435123e+02  1.324053e+00
3.435138e+02  1.325351e+00
3.435154e+02  1.326650e+00
3.435170e+02  1.327951e+00
3.435177e+02  1.328603e+00
3.435185e+02  1.329254e+00
3.435193e+02  1.329907e+00
3.435201e+02  1.330560e+00
3.435209e+02  1.331213e+00
3.435217e+02  1.331867e+00
3.435225e+02  1.332521e+00
3.435232e+02  1.333176e+00
3.435240e+02  1.333832e+00
3.435248e+02  1.334488e+00
3.435256e+02  1.335144e+00
3.435264e+02  1.335801e+00
3.435272e+02  1.336458e+00
3.435280e+02  1.337116e+00
3.435287e+02  1.337775e+00
3.435291e+02  1.338104e+00
3.435295e+02  1.338434e+00
3.435303e+02  1.339093e+00
3.435311e+02  1.339753e+00
3.435319e+02  1.340413e+00
3.435327e+02  1.341074e+00
3.435335e+02  1.341736e+00
3.435342e+02  1.342398e+00
3.435350e+02  1.343060e+00
3.435358e+02  1.343723e+00
3.435366e+02  1.344387e+00
3.435374e+02  1.345051e+00
3.435382e+02  1.345715e+00
3.435389e+02  1.346380e+00
3.435397e+02  1.347046e+00
3.435405e+02  1.347712e+00
3.435413e+02  1.348378e+00
3.435421e+02  1.349046e+00
3.435429e+02  1.349713e+00
3.435437e+02  1.350381e+00
3.435452e+02  1.351719e+00
3.435468e+02  1.353059e+00
3.435484e+02  1.354401e+00
3.435499e+02  1.355745e+00
3.435515e+02  1.357091e+00
3.435531e+02  1.358439e+00
3.435546e+02  1.359789e+00
3.435562e+02  1.361142e+00
3.435578e+02  1.362496e+00
3.435594e+02  1.363853e+00
3.435609e+02  1.365211e+00
3.435625e+02  1.366572e+00
3.435641e+02  1.367935e+00
3.435656e+02  1.369300e+00
3.435672e+02  1.370667e+00
3.435688e+02  1.372036e+00
3.435704e+02  1.373408e+00
3.435719e+02  1.374781e+00
3.435735e+02  1.376157e+00
3.435751e+02  1.377535e+00
3.435766e+02  1.378915e+00
3.435782e+02  1.380297e+00
3.435798e+02  1.381681e+00
3.435813e+02  1.383068e+00
3.435829e+02  1.384456e+00
3.435845e+02  1.385847e+00
3.435861e+02  1.387240e+00
3.435876e+02  1.388635e+00
3.435908e+02  1.391432e+00
3.435939e+02  1.394237e+00
3.435970e+02  1.397052e+00
3.436002e+02  1.399875e+00
3.436033e+02  1.402707e+00
3.436065e+02  1.405548e+00
3.436096e+02  1.408398e+00
3.436127e+02  1.411257e+00
3.436159e+02  1.414126e+00
3.436190e+02  1.417003e+00
3.436222e+02  1.419889e+00
3.436253e+02  1.422784e+00
3.436284e+02  1.425689e+00
3.436316e+02  1.428603e+00
3.436347e+02  1.431526e+00
3.436379e+02  1.434458e+00
3.436410e+02  1.437400e+00
3.436442e+02  1.440351e+00
3.436473e+02  1.443312e+00
3.436504e+02  1.446282e+00
3.436536e+02  1.449262e+00
3.436567e+02  1.452251e+00
3.436599e+02  1.455249e+00
3.436661e+02  1.461276e+00
3.436724e+02  1.467341e+00
3.436787e+02  1.473445e+00
3.436850e+02  1.479589e+00
3.436913e+02  1.485773e+00
3.436975e+02  1.491997e+00
3.437038e+02  1.498261e+00
3.437101e+02  1.504567e+00
3.437164e+02  1.510913e+00
3.437227e+02  1.517301e+00
3.437289e+02  1.523732e+00
3.437352e+02  1.530204e+00
3.437415e+02  1.536719e+00
3.437478e+02  1.543278e+00
3.437541e+02  1.549880e+00
3.437603e+02  1.556525e+00
3.437666e+02  1.563215e+00
3.437729e+02  1.569950e+00
3.437792e+02  1.576729e+00
3.437855e+02  1.583554e+00
3.437918e+02  1.590425e+00
3.437980e+02  1.597342e+00
3.438043e+02  1.604306e+00
3.438106e+02  1.611317e+00
3.438169e+02  1.618375e+00
3.438294e+02  1.632635e+00
3.438420e+02  1.647091e+00
3.438517e+02  1.658422e+00
3.438615e+02  1.669874e+00
3.438712e+02  1.681449e+00
3.438809e+02  1.693148e+00
3.438906e+02  1.704973e+00
3.439004e+02  1.716926e+00
3.439101e+02  1.729009e+00
3.439198e+02  1.741223e+00
3.439296e+02  1.753571e+00
3.439393e+02  1.766054e+00
3.439490e+02  1.778675e+00
3.439587e+02  1.791435e+00
3.439685e+02  1.804337e+00
3.439782e+02  1.817383e+00
3.439879e+02  1.830574e+00
3.439976e+02  1.843914e+00
3.440074e+02  1.857403e+00
3.440171e+02  1.871045e+00
3.440366e+02  1.898796e+00
3.440560e+02  1.927184e+00
3.440755e+02  1.956229e+00
3.440949e+02  1.985953e+00
3.441144e+02  2.016375e+00
3.441338e+02  2.047519e+00
3.441533e+02  2.079407e+00
3.441728e+02  2.112062e+00
3.441922e+02  2.145510e+00
3.442117e+02  2.179776e+00
3.442311e+02  2.214887e+00
3.442506e+02  2.250871e+00
3.442700e+02  2.287757e+00
3.442895e+02  2.325576e+00
3.443089e+02  2.364358e+00
3.443284e+02  2.404138e+00
3.443479e+02  2.444949e+00
3.443673e+02  2.486827e+00
3.443868e+02  2.529810e+00
3.444062e+02  2.573937e+00
3.444257e+02  2.619248e+00
3.444451e+02  2.665786e+00
3.444646e+02  2.713596e+00
3.444938e+02  2.787779e+00
3.445229e+02  2.865093e+00
3.445521e+02  2.945718e+00
3.445813e+02  3.029844e+00
3.446105e+02  3.117677e+00
3.446396e+02  3.209436e+00
3.446688e+02  3.305361e+00
3.446980e+02  3.405704e+00
3.447272e+02  3.510741e+00
3.447564e+02  3.620770e+00
3.447855e+02  3.736110e+00
3.448147e+02  3.857107e+00
3.448439e+02  3.984138e+00
3.448731e+02  4.117608e+00
3.449022e+02  4.257960e+00
3.449314e+02  4.405672e+00
3.449590e+02  4.552542e+00
3.449866e+02  4.706937e+00
3.450141e+02  4.869377e+00
3.450363e+02  5.005904e+00
3.450417e+02  5.040430e+00
3.450693e+02  5.220713e+00
3.450969e+02  5.410900e+00
3.451245e+02  5.611729e+00
3.451520e+02  5.824005e+00
3.451796e+02  6.048612e+00
3.452072e+02  6.286520e+00
3.452348e+02  6.538798e+00
3.452624e+02  6.806622e+00
3.452899e+02  7.091289e+00
3.453175e+02  7.394238e+00
3.453451e+02  7.717061e+00
3.453727e+02  8.061526e+00
3.454003e+02  8.429605e+00
3.454278e+02  8.823494e+00
3.454554e+02  9.245653e+00
3.454692e+02  9.468182e+00
3.454830e+02  9.698837e+00
3.454968e+02  9.938018e+00
