n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
  39  dtl     1.0   2.0    -4       2.421      -2.996    1125.600   0.0011314   0.0079209   0.0000293       2.421      -2.996      15.600   0.0011314   0.0079209   0.0000293       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4       8.827       8.497    1129.800   0.0324916  -0.0046837   0.0004007       8.827       8.497      19.800   0.0324916  -0.0046837   0.0004007       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4       7.222       1.897    1131.600   0.0179218  -0.0094167   0.0000122       7.222       1.897      21.600   0.0179218  -0.0094167   0.0000122       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4      -7.898       8.800    1132.800  -0.0159551  -0.0120320   0.0124276      -7.898       8.800      22.800  -0.0159551  -0.0120320   0.0124276       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4       5.865      -1.202    1134.600  -0.0009491  -0.0201119   0.0013718       5.865      -1.202      24.600  -0.0009491  -0.0201119   0.0013718       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4      12.085      -6.175    1135.200   0.0407860  -0.0190168   0.0131412      12.085      -6.175      25.200   0.0407860  -0.0190168   0.0131412       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4      -4.170      -5.387    1136.400  -0.0110641   0.0143729   0.0017670      -4.170      -5.387      26.400  -0.0110641   0.0143729   0.0017670       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  40  dtl     1.0   2.0    -4      -4.433     -14.095    1145.400  -0.0143490  -0.0405916   0.0405757      -4.433     -14.095       5.400  -0.0143490  -0.0405916   0.0405757       0.000       0.000    1140.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  40  dtl     1.0   2.0    -4      12.175      -3.457    1152.000   0.0347773  -0.0361653   0.0197520      12.175      -3.457      12.000   0.0347773  -0.0361653   0.0197520       0.000       0.000    1140.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  40  dtl     1.0   2.0    -4      -1.472      -6.439    1153.800   0.0126204   0.0002689   0.0015278      -1.472      -6.439      13.800   0.0126204   0.0002689   0.0015278       0.000       0.000    1140.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  41  dtl     1.0   2.0    -4       0.057      -3.965    1170.000   0.0126896   0.0055313   0.0005413       0.057      -3.965       0.000   0.0126896   0.0055313   0.0005413       0.000       0.000    1170.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  41  dtl     1.0   2.0    -4      -2.291       3.241    1186.800  -0.0085093  -0.0029015   0.0008819      -2.291       3.241      16.800  -0.0085093  -0.0029015   0.0008819       0.000       0.000    1170.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  41  dtl     1.0   2.0    -4       4.888      -0.097    1191.600  -0.0131517   0.0159282   0.0001529       4.888      -0.097      21.600  -0.0131517   0.0159282   0.0001529       0.000       0.000    1170.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  41  dtl     1.0   2.0    -4       5.177     -13.686    1195.200  -0.0022337  -0.0574251   0.0245965       5.177     -13.686      25.200  -0.0022337  -0.0574251   0.0245965       0.000       0.000    1170.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  41  dtl     1.0   2.0    -4       9.411       3.255    1197.600   0.0061170  -0.0233957   0.0003352       9.411       3.255      27.600   0.0061170  -0.0233957   0.0003352       0.000       0.000    1170.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  42  dtl     1.0   2.0    -4       5.447       9.200    1213.200   0.0251688   0.0010387   0.0118924       5.447       9.200      13.200   0.0251688   0.0010387   0.0118924       0.000       0.000    1200.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  42  dtl     1.0   2.0    -4      -9.612      -0.306    1215.600  -0.0035061   0.0229580   0.0047712      -9.612      -0.306      15.600  -0.0035061   0.0229580   0.0047712       0.000       0.000    1200.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  42  dtl     1.0   2.0    -4       2.478     -14.080    1218.600   0.0028605  -0.0082444  -0.0000001       2.478     -14.080      18.600   0.0028605  -0.0082444  -0.0000001       0.000       0.000    1200.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  42  dtl     1.0   2.0    -4      -7.163       2.117    1221.000   0.0148730   0.0170790   0.0016493      -7.163       2.117      21.000   0.0148730   0.0170790   0.0016493       0.000       0.000    1200.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  42  dtl     1.0   2.0    -4      -2.191      -3.193    1228.200  -0.0036004   0.0237599   0.0013074      -2.191      -3.193      28.200  -0.0036004   0.0237599   0.0013074       0.000       0.000    1200.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       9.094      -6.571    1240.800  -0.0017006  -0.0256058   0.0113363       9.094      -6.571      10.800  -0.0017006  -0.0256058   0.0113363       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       2.957     -11.801    1243.800  -0.0018068  -0.0667544   0.0173232       2.957     -11.801      13.800  -0.0018068  -0.0667544   0.0173232       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       3.423       5.086    1244.400   0.0092023   0.0025134   0.0026462       3.423       5.086      14.400   0.0092023   0.0025134   0.0026462       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       7.831      -0.509    1245.000  -0.0011813  -0.0130522   0.0025584       7.831      -0.509      15.000  -0.0011813  -0.0130522   0.0025584       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       7.352      -1.660    1246.200  -0.0123718  -0.0118017   0.0055042       7.352      -1.660      16.200  -0.0123718  -0.0118017   0.0055042       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       2.939      -5.235    1246.200  -0.0002426  -0.0039790   0.0009348       2.939      -5.235      16.200  -0.0002426  -0.0039790   0.0009348       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       5.474      -4.703    1246.800   0.0022912   0.0080685   0.0000022       5.474      -4.703      16.800   0.0022912   0.0080685   0.0000022       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       8.808      -2.647    1251.600  -0.0153597  -0.0164942   0.0010269       8.808      -2.647      21.600  -0.0153597  -0.0164942   0.0010269       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4       1.838       8.561    1254.600   0.0143121   0.0005389   0.0001101       1.838       8.561      24.600   0.0143121   0.0005389   0.0001101       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4      -6.022       0.980    1255.200  -0.0134522   0.0163003   0.0020517      -6.022       0.980      25.200  -0.0134522   0.0163003   0.0020517       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  43  dtl     1.0   2.0    -4     -12.495      -5.310    1258.200  -0.9435523   0.3306941   0.0000000     -12.495      -5.310      28.200  -0.9435523   0.3306941   0.0000000       0.000       0.000    1230.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4      -5.797     -10.710    1260.600   0.0399498  -0.0075959   0.0005916      -5.797     -10.710       0.600   0.0399498  -0.0075959   0.0005916       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4       7.773       8.959    1266.000   0.0302355  -0.0102636   0.0522434       7.773       8.959       6.000   0.0302355  -0.0102636   0.0522434       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4       2.444      -2.143    1276.200   0.0016380   0.0133960   0.0000191       2.444      -2.143      16.200   0.0016380   0.0133960   0.0000191       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4      -4.541      -2.991    1282.200  -0.0043166   0.0234825   0.0012703      -4.541      -2.991      22.200  -0.0043166   0.0234825   0.0012703       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4       1.512       3.605    1282.200   0.0087488  -0.0207648   0.0008607       1.512       3.605      22.200   0.0087488  -0.0207648   0.0008607       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4       2.741       7.359    1283.400   0.0038430   0.0045168   0.0000039       2.741       7.359      23.400   0.0038430   0.0045168   0.0000039       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4      -2.950       5.653    1285.200   0.0339684  -0.0065028   0.0018694      -2.950       5.653      25.200   0.0339684  -0.0065028   0.0018694       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4      -0.099       6.261    1285.800   0.0199976   0.0004127   0.0006782      -0.099       6.261      25.800   0.0199976   0.0004127   0.0006782       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4     -10.434       1.046    1287.000  -0.0083386   0.0285177   0.0020535     -10.434       1.046      27.000  -0.0083386   0.0285177   0.0020535       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  44  dtl     1.0   2.0    -4      14.064      -4.219    1287.600   0.0139132  -0.0251280   0.0321659      14.064      -4.219      27.600   0.0139132  -0.0251280   0.0321659       0.000       0.000    1260.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  45  dtl     1.0   2.0    -4      -5.345       0.726    1290.600   0.0242973   0.0086604   0.0000238      -5.345       0.726       0.600   0.0242973   0.0086604   0.0000238       0.000       0.000    1290.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  45  dtl     1.0   2.0    -4       4.921      -7.363    1305.600  -0.0136437  -0.0072050   0.0057591       4.921      -7.363      15.600  -0.0136437  -0.0072050   0.0057591       0.000       0.000    1290.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  45  dtl     1.0   2.0    -4      -4.805      -2.731    1306.800   0.0012444   0.0144804   0.0026492      -4.805      -2.731      16.800   0.0012444   0.0144804   0.0026492       0.000       0.000    1290.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  45  dtl     1.0   2.0    -4      -0.183       4.272    1311.600   0.0147972  -0.0091540   0.0013937      -0.183       4.272      21.600   0.0147972  -0.0091540   0.0013937       0.000       0.000    1290.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  45  dtl     1.0   2.0    -4       2.832      14.245    1316.400   0.0492315   0.0124583   0.0175808       2.832      14.245      26.400   0.0492315   0.0124583   0.0175808       0.000       0.000    1290.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4      10.519      -6.667    1320.600  -0.0190139  -0.0230352   0.0100045      10.519      -6.667       0.600  -0.0190139  -0.0230352   0.0100045       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4     -14.822      -0.102    1324.800  -0.0224239   0.0337747   0.0489630     -14.822      -0.102       4.800  -0.0224239   0.0337747   0.0489630       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4      -6.430      -4.220    1333.800  -0.0071681   0.0008096   0.0034659      -6.430      -4.220      13.800  -0.0071681   0.0008096   0.0034659       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4      -9.713       4.696    1334.400  -0.0006113   0.0180695   0.0010932      -9.713       4.696      14.400  -0.0006113   0.0180695   0.0010932       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4       2.645       9.027    1335.000   0.0152590  -0.0086619   0.0054305       2.645       9.027      15.000   0.0152590  -0.0086619   0.0054305       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4       9.244      -4.988    1335.000  -0.0059501  -0.0220880   0.0013200       9.244      -4.988      15.000  -0.0059501  -0.0220880   0.0013200       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4       0.235       5.865    1335.600  -0.0401134   0.0345237   0.0000009       0.235       5.865      15.600  -0.0401134   0.0345237   0.0000009       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4       6.027      -6.566    1336.800  -0.0000782   0.0155852   0.0000382       6.027      -6.566      16.800  -0.0000782   0.0155852   0.0000382       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4      -2.023      -5.141    1344.600  -0.0212290  -0.0020808   0.0024360      -2.023      -5.141      24.600  -0.0212290  -0.0020808   0.0024360       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  46  dtl     1.0   2.0    -4      -8.102      -3.631    1347.000  -0.0179071   0.0140359   0.0000176      -8.102      -3.631      27.000  -0.0179071   0.0140359   0.0000176       0.000       0.000    1320.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  47  dtl     1.0   2.0    -4      14.932       0.303    1360.800   0.0678037  -0.0297355   0.0706530      14.932       0.303      10.800   0.0678037  -0.0297355   0.0706530       0.000       0.000    1350.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  47  dtl     1.0   2.0    -4      11.297      -3.540    1365.600  -0.0100011   0.0307911   0.0000008      11.297      -3.540      15.600  -0.0100011   0.0307911   0.0000008       0.000       0.000    1350.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  47  dtl     1.0   2.0    -4       4.555      -4.572    1366.200   0.0071757   0.0077090   0.0002928       4.555      -4.572      16.200   0.0071757   0.0077090   0.0002928       0.000       0.000    1350.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  47  dtl     1.0   2.0    -4       8.870       5.124    1371.000   0.0103649  -0.0252151   0.0016081       8.870       5.124      21.000   0.0103649  -0.0252151   0.0016081       0.000       0.000    1350.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  47  dtl     1.0   2.0    -4      -8.817      -6.594    1377.000   0.0176597  -0.0171933   0.0012221      -8.817      -6.594      27.000   0.0176597  -0.0171933   0.0012221       0.000       0.000    1350.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -8.154      -7.731    1389.000   0.0180585  -0.0350091   0.0502292      -8.154      -7.731       9.000   0.0180585  -0.0350091   0.0502292       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -9.523      -5.091    1394.400  -0.0231370   0.0055550   0.0030405      -9.523      -5.091      14.400  -0.0231370   0.0055550   0.0030405       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4       0.929       3.943    1395.600  -0.0084079   0.0025839   0.0011548       0.929       3.943      15.600  -0.0084079   0.0025839   0.0011548       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4       7.551       6.306    1399.800   0.0071673  -0.0247803   0.0031353       7.551       6.306      19.800   0.0071673  -0.0247803   0.0031353       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -5.718      -8.940    1401.000  -0.0236168   0.0238922   0.0073238      -5.718      -8.940      21.000  -0.0236168   0.0238922   0.0073238       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -4.683      -3.914    1401.600  -0.0435613   0.0267204   0.0003851      -4.683      -3.914      21.600  -0.0435613   0.0267204   0.0003851       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -9.830      -0.026    1402.200  -0.0192349   0.0249427   0.0001053      -9.830      -0.026      22.200  -0.0192349   0.0249427   0.0001053       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -5.751      -9.049    1402.200   0.0497748  -0.0204994   0.0013654      -5.751      -9.049      22.200   0.0497748  -0.0204994   0.0013654       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      11.565      -2.853    1405.200  -0.0030062  -0.0336225   0.0000907      11.565      -2.853      25.200  -0.0030062  -0.0336225   0.0000907       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4       8.921       4.585    1405.200   0.0206588  -0.0187386   0.0008355       8.921       4.585      25.200   0.0206588  -0.0187386   0.0008355       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -1.221       8.015    1405.200   0.0214435   0.0059272   0.0007529      -1.221       8.015      25.200   0.0214435   0.0059272   0.0007529       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -2.194       6.945    1405.200   0.0160072   0.0140638   0.0016279      -2.194       6.945      25.200   0.0160072   0.0140638   0.0016279       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4     -11.990       6.161    1407.600   0.0150629   0.0304676   0.0108909     -11.990       6.161      27.600   0.0150629   0.0304676   0.0108909       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  48  dtl     1.0   2.0    -4      -3.959      -0.016    1408.200   0.0038692   0.0184315   0.0000844      -3.959      -0.016      28.200   0.0038692   0.0184315   0.0000844       0.000       0.000    1380.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  49  dtl     1.0   2.0    -4     -11.642       5.993    1414.800  -0.0151408   0.0365293   0.0361652     -11.642       5.993       4.800  -0.0151408   0.0365293   0.0361652       0.000       0.000    1410.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  49  dtl     1.0   2.0    -4       5.241      -1.089    1425.600  -0.0008630  -0.0113012   0.0026031       5.241      -1.089      15.600  -0.0008630  -0.0113012   0.0026031       0.000       0.000    1410.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  49  dtl     1.0   2.0    -4      -6.217      -7.321    1425.600  -0.0114093   0.0129200   0.0032471      -6.217      -7.321      15.600  -0.0114093   0.0129200   0.0032471       0.000       0.000    1410.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  49  dtl     1.0   2.0    -4       0.635       0.694    1426.200  -0.0072154  -0.0000098   0.0004465       0.635       0.694      16.200  -0.0072154  -0.0000098   0.0004465       0.000       0.000    1410.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  49  dtl     1.0   2.0    -4      -5.883      -9.879    1436.400  -0.0323470   0.0168865   0.0055362      -5.883      -9.879      26.400  -0.0323470   0.0168865   0.0055362       0.000       0.000    1410.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4       0.322       5.160    1456.200   0.0114055   0.0023443   0.0020163       0.322       5.160      16.200   0.0114055   0.0023443   0.0020163       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4      -1.545       5.487    1456.200  -0.0082131   0.0030664   0.0023082      -1.545       5.487      16.200  -0.0082131   0.0030664   0.0023082       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4       5.609      -2.629    1456.800  -0.0205552  -0.0059873   0.0008157       5.609      -2.629      16.800  -0.0205552  -0.0059873   0.0008157       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4      -0.509       8.580    1456.800   0.0044159  -0.0176813   0.0003467      -0.509       8.580      16.800   0.0044159  -0.0176813   0.0003467       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4       9.427       3.931    1456.800  -0.0104115   0.0014745   0.0000029       9.427       3.931      16.800  -0.0104115   0.0014745   0.0000029       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4      11.912      -0.008    1457.400  -0.0019160   0.0054853  -0.0000036      11.912      -0.008      17.400  -0.0019160   0.0054853  -0.0000036       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4      -3.880      -6.204    1462.800  -0.0138266   0.0207962   0.0029811      -3.880      -6.204      22.800  -0.0138266   0.0207962   0.0029811       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4       0.239     -14.935    1464.000  -0.0197292  -0.0200273   0.0000285       0.239     -14.935      24.000  -0.0197292  -0.0200273   0.0000285       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  50  dtl     1.0   2.0    -4       7.364       1.316    1467.000  -0.0068475  -0.0342388   0.0021136       7.364       1.316      27.000  -0.0068475  -0.0342388   0.0021136       0.000       0.000    1440.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  51  dtl     1.0   2.0    -4       3.277       6.662    1484.400   0.0153895   0.0006077   0.0053485       3.277       6.662      14.400   0.0153895   0.0006077   0.0053485       0.000       0.000    1470.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  51  dtl     1.0   2.0    -4      11.035       9.130    1489.200   0.0522554  -0.0061097   0.0000149      11.035       9.130      19.200   0.0522554  -0.0061097   0.0000149       0.000       0.000    1470.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  51  dtl     1.0   2.0    -4       4.788       0.595    1490.400  -0.0026442  -0.0236044   0.0002514       4.788       0.595      20.400  -0.0026442  -0.0236044   0.0002514       0.000       0.000    1470.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
